QUEST ID,BRANDMOSTUSED,30DAYBRAND,BRAND TYPE,,,,
41010126,107,4,full flavoured,,,,
67987284,107,4,full flavoured,,,,
95521045,107,4,full flavoured,,,,
19574739,109,1,Light brand,,,,
33879965,109,1,Light brand,,,,
53380937,109,1,Light brand,,,,
57424996,109,1,Light brand,,,,
59054026,109,1,Light brand,,,,
67257605,109,1,Light brand,,,,
47100888,109,2,Ultra light,,,,
66947070,109,2,Ultra light,,,,
93292719,109,2,Ultra light,,,,
79384546,109,3,Medium,,,,
27370267,109,4,full flavoured,,,,
31958454,109,4,full flavoured,,,,
55947298,109,4,full flavoured,,,,
67113348,109,4,full flavoured,,,,
83465309,109,4,full flavoured,,,,
86452287,109,4,full flavoured,,,,
13546527,111,1,Light brand,,,,
17450834,111,1,Light brand,,,,
17560064,111,1,Light brand,,,,
23015590,111,1,Light brand,,,,
23872483,111,1,Light brand,,,,
25148065,111,1,Light brand,,,,
25698506,111,1,Light brand,,,,
30929358,111,1,Light brand,,,,
32659105,111,1,Light brand,,,,
33149815,111,1,Light brand,,,,
33274343,111,1,Light brand,,,,
41167278,111,1,Light brand,,,,
55299423,111,1,Light brand,,,,
55897794,111,1,Light brand,,,,
59513618,111,1,Light brand,,,,
60549084,111,1,Light brand,,,,
61372839,111,1,Light brand,,,,
62784496,111,1,Light brand,,,,
65002360,111,1,Light brand,,,,
65641240,111,1,Light brand,,,,
69879368,111,1,Light brand,,,,
70257524,111,1,Light brand,,,,
71275480,111,1,Light brand,,,,
73151597,111,1,Light brand,,,,
73717076,111,1,Light brand,,,,
73834194,111,1,Light brand,,,,
75390875,111,1,Light brand,,,,
77315573,111,1,Light brand,,,,
79472608,111,1,Light brand,,,,
79622919,111,1,Light brand,,,,
83560434,111,1,Light brand,,,,
83957900,111,1,Light brand,,,,
86048017,111,1,Light brand,,,,
93621715,111,1,Light brand,,,,
13414589,111,2,Ultra light,,,,
53403953,111,2,Ultra light,,,,
65274728,111,2,Ultra light,,,,
99016375,111,2,Ultra light,,,,
10568035,111,3,Medium,,,,
14421876,111,3,Medium,,,,
15235920,111,3,Medium,,,,
15537819,111,3,Medium,,,,
18658235,111,3,Medium,,,,
21043065,111,3,Medium,,,,
21953753,111,3,Medium,,,,
22318427,111,3,Medium,,,,
23594080,111,3,Medium,,,,
27830320,111,3,Medium,,,,
29438389,111,3,Medium,,,,
35390087,111,3,Medium,,,,
40339807,111,3,Medium,,,,
43541794,111,3,Medium,,,,
47867823,111,3,Medium,,,,
51524847,111,3,Medium,,,,
53656907,111,3,Medium,,,,
54466817,111,3,Medium,,,,
57888915,111,3,Medium,,,,
61145087,111,3,Medium,,,,
64139694,111,3,Medium,,,,
71123393,111,3,Medium,,,,
71350106,111,3,Medium,,,,
73661367,111,3,Medium,,,,
79612005,111,3,Medium,,,,
81229144,111,3,Medium,,,,
82905516,111,3,Medium,,,,
85127723,111,3,Medium,,,,
85507266,111,3,Medium,,,,
87626329,111,3,Medium,,,,
89599547,111,3,Medium,,,,
89835609,111,3,Medium,,,,
91066613,111,3,Medium,,,,
95595697,111,3,Medium,,,,
97385914,111,3,Medium,,,,
99113979,111,3,Medium,,,,
11044277,111,4,full flavoured,,,,
11135777,111,4,full flavoured,,,,
11684888,111,4,full flavoured,,,,
13627769,111,4,full flavoured,,,,
15055240,111,4,full flavoured,,,,
17932767,111,4,full flavoured,,,,
20144536,111,4,full flavoured,,,,
21021728,111,4,full flavoured,,,,
21200819,111,4,full flavoured,,,,
21276975,111,4,full flavoured,,,,
21581159,111,4,full flavoured,,,,
21802400,111,4,full flavoured,,,,
25477844,111,4,full flavoured,,,,
27009667,111,4,full flavoured,,,,
27039599,111,4,full flavoured,,,,
27256205,111,4,full flavoured,,,,
27469739,111,4,full flavoured,,,,
27985190,111,4,full flavoured,,,,
29446124,111,4,full flavoured,,,,
29890045,111,4,full flavoured,,,,
31173854,111,4,full flavoured,,,,
31898639,111,4,full flavoured,,,,
31949614,111,4,full flavoured,,,,
33105128,111,4,full flavoured,,,,
33121406,111,4,full flavoured,,,,
33735514,111,4,full flavoured,,,,
33982293,111,4,full flavoured,,,,
35110464,111,4,full flavoured,,,,
35697356,111,4,full flavoured,,,,
35870893,111,4,full flavoured,,,,
39819124,111,4,full flavoured,,,,
40908360,111,4,full flavoured,,,,
43143889,111,4,full flavoured,,,,
43283248,111,4,full flavoured,,,,
43676185,111,4,full flavoured,,,,
43712565,111,4,full flavoured,,,,
45168280,111,4,full flavoured,,,,
45449148,111,4,full flavoured,,,,
45487616,111,4,full flavoured,,,,
45837068,111,4,full flavoured,,,,
45925065,111,4,full flavoured,,,,
47217143,111,4,full flavoured,,,,
49107817,111,4,full flavoured,,,,
49249005,111,4,full flavoured,,,,
49426710,111,4,full flavoured,,,,
49600045,111,4,full flavoured,,,,
49935939,111,4,full flavoured,,,,
50034170,111,4,full flavoured,,,,
51920225,111,4,full flavoured,,,,
53156603,111,4,full flavoured,,,,
53968589,111,4,full flavoured,,,,
55786489,111,4,full flavoured,,,,
55860035,111,4,full flavoured,,,,
55926673,111,4,full flavoured,,,,
57925790,111,4,full flavoured,,,,
59685737,111,4,full flavoured,,,,
59826346,111,4,full flavoured,,,,
61304000,111,4,full flavoured,,,,
64049245,111,4,full flavoured,,,,
64592340,111,4,full flavoured,,,,
65130947,111,4,full flavoured,,,,
65399408,111,4,full flavoured,,,,
65474633,111,4,full flavoured,,,,
69007196,111,4,full flavoured,,,,
69429559,111,4,full flavoured,,,,
70991317,111,4,full flavoured,,,,
71664550,111,4,full flavoured,,,,
73541746,111,4,full flavoured,,,,
73924967,111,4,full flavoured,,,,
74424498,111,4,full flavoured,,,,
74537928,111,4,full flavoured,,,,
75167559,111,4,full flavoured,,,,
75254457,111,4,full flavoured,,,,
76214994,111,4,full flavoured,,,,
76822929,111,4,full flavoured,,,,
77244117,111,4,full flavoured,,,,
77272530,111,4,full flavoured,,,,
77927737,111,4,full flavoured,,,,
78623759,111,4,full flavoured,,,,
79060980,111,4,full flavoured,,,,
79332986,111,4,full flavoured,,,,
79541895,111,4,full flavoured,,,,
80611128,111,4,full flavoured,,,,
81333367,111,4,full flavoured,,,,
83617935,111,4,full flavoured,,,,
83929380,111,4,full flavoured,,,,
85527938,111,4,full flavoured,,,,
85620719,111,4,full flavoured,,,,
85853568,111,4,full flavoured,,,,
89557570,111,4,full flavoured,,,,
89768916,111,4,full flavoured,,,,
89860543,111,4,full flavoured,,,,
89940836,111,4,full flavoured,,,,
93069446,111,4,full flavoured,,,,
93264424,111,4,full flavoured,,,,
95986308,111,4,full flavoured,,,,
97094685,111,4,full flavoured,,,,
97457910,111,4,full flavoured,,,,
98931606,111,4,full flavoured,,,,
99143570,111,4,full flavoured,,,,
10064440,112,1,Light brand,,,,
10099568,112,1,Light brand,,,,
10107713,112,1,Light brand,,,,
10260229,112,1,Light brand,,,,
10378667,112,1,Light brand,,,,
10384828,112,1,Light brand,,,,
10530957,112,1,Light brand,,,,
10606216,112,1,Light brand,,,,
10652618,112,1,Light brand,,,,
10714235,112,1,Light brand,,,,
10775346,112,1,Light brand,,,,
10823569,112,1,Light brand,,,,
10940666,112,1,Light brand,,,,
11007119,112,1,Light brand,,,,
11010513,112,1,Light brand,,,,
11022605,112,1,Light brand,,,,
11100457,112,1,Light brand,,,,
11113280,112,1,Light brand,,,,
11121153,112,1,Light brand,,,,
11155544,112,1,Light brand,,,,
11172435,112,1,Light brand,,,,
11173284,112,1,Light brand,,,,
11194960,112,1,Light brand,,,,
11206500,112,1,Light brand,,,,
11216354,112,1,Light brand,,,,
11228569,112,1,Light brand,,,,
11246935,112,1,Light brand,,,,
11306397,112,1,Light brand,,,,
11312666,112,1,Light brand,,,,
11312949,112,1,Light brand,,,,
11370388,112,1,Light brand,,,,
11373278,112,1,Light brand,,,,
11386898,112,1,Light brand,,,,
11422778,112,1,Light brand,,,,
11423046,112,1,Light brand,,,,
11448688,112,1,Light brand,,,,
11479816,112,1,Light brand,,,,
11491116,112,1,Light brand,,,,
11497835,112,1,Light brand,,,,
11504378,112,1,Light brand,,,,
11592356,112,1,Light brand,,,,
11618799,112,1,Light brand,,,,
11633399,112,1,Light brand,,,,
11637524,112,1,Light brand,,,,
11651468,112,1,Light brand,,,,
11733308,112,1,Light brand,,,,
11754664,112,1,Light brand,,,,
11755767,112,1,Light brand,,,,
11767445,112,1,Light brand,,,,
11807006,112,1,Light brand,,,,
11826845,112,1,Light brand,,,,
11849228,112,1,Light brand,,,,
11854668,112,1,Light brand,,,,
11895626,112,1,Light brand,,,,
11896710,112,1,Light brand,,,,
11925798,112,1,Light brand,,,,
11956360,112,1,Light brand,,,,
11960329,112,1,Light brand,,,,
11962610,112,1,Light brand,,,,
11992934,112,1,Light brand,,,,
12250677,112,1,Light brand,,,,
12269219,112,1,Light brand,,,,
12322070,112,1,Light brand,,,,
12344067,112,1,Light brand,,,,
12354080,112,1,Light brand,,,,
12497226,112,1,Light brand,,,,
12499273,112,1,Light brand,,,,
12652698,112,1,Light brand,,,,
12678004,112,1,Light brand,,,,
13002413,112,1,Light brand,,,,
13023066,112,1,Light brand,,,,
13025504,112,1,Light brand,,,,
13049957,112,1,Light brand,,,,
13096959,112,1,Light brand,,,,
13111327,112,1,Light brand,,,,
13120544,112,1,Light brand,,,,
13162548,112,1,Light brand,,,,
13183649,112,1,Light brand,,,,
13222990,112,1,Light brand,,,,
13291649,112,1,Light brand,,,,
13302478,112,1,Light brand,,,,
13316895,112,1,Light brand,,,,
13325187,112,1,Light brand,,,,
13331188,112,1,Light brand,,,,
13353137,112,1,Light brand,,,,
13365809,112,1,Light brand,,,,
13395623,112,1,Light brand,,,,
13424286,112,1,Light brand,,,,
13527623,112,1,Light brand,,,,
13612169,112,1,Light brand,,,,
13616756,112,1,Light brand,,,,
13623417,112,1,Light brand,,,,
13632360,112,1,Light brand,,,,
13667717,112,1,Light brand,,,,
13675859,112,1,Light brand,,,,
13684425,112,1,Light brand,,,,
13706988,112,1,Light brand,,,,
13714728,112,1,Light brand,,,,
13771648,112,1,Light brand,,,,
13775028,112,1,Light brand,,,,
13794570,112,1,Light brand,,,,
13818160,112,1,Light brand,,,,
13838234,112,1,Light brand,,,,
13851683,112,1,Light brand,,,,
13867825,112,1,Light brand,,,,
13886376,112,1,Light brand,,,,
13898959,112,1,Light brand,,,,
13930713,112,1,Light brand,,,,
13943620,112,1,Light brand,,,,
13949929,112,1,Light brand,,,,
13960610,112,1,Light brand,,,,
13985517,112,1,Light brand,,,,
13996323,112,1,Light brand,,,,
14039534,112,1,Light brand,,,,
14669075,112,1,Light brand,,,,
14777084,112,1,Light brand,,,,
14966599,112,1,Light brand,,,,
15018380,112,1,Light brand,,,,
15046203,112,1,Light brand,,,,
15051295,112,1,Light brand,,,,
15056008,112,1,Light brand,,,,
15124908,112,1,Light brand,,,,
15126974,112,1,Light brand,,,,
15130829,112,1,Light brand,,,,
15139844,112,1,Light brand,,,,
15215055,112,1,Light brand,,,,
15230546,112,1,Light brand,,,,
15239198,112,1,Light brand,,,,
15261533,112,1,Light brand,,,,
15261778,112,1,Light brand,,,,
15265395,112,1,Light brand,,,,
15291780,112,1,Light brand,,,,
15296288,112,1,Light brand,,,,
15323427,112,1,Light brand,,,,
15348106,112,1,Light brand,,,,
15350374,112,1,Light brand,,,,
15368618,112,1,Light brand,,,,
15387749,112,1,Light brand,,,,
15398866,112,1,Light brand,,,,
15446418,112,1,Light brand,,,,
15480158,112,1,Light brand,,,,
15488598,112,1,Light brand,,,,
15519745,112,1,Light brand,,,,
15528089,112,1,Light brand,,,,
15542509,112,1,Light brand,,,,
15546460,112,1,Light brand,,,,
15568085,112,1,Light brand,,,,
15586999,112,1,Light brand,,,,
15598356,112,1,Light brand,,,,
15620555,112,1,Light brand,,,,
15670403,112,1,Light brand,,,,
15705455,112,1,Light brand,,,,
15739129,112,1,Light brand,,,,
15740716,112,1,Light brand,,,,
15748977,112,1,Light brand,,,,
15770186,112,1,Light brand,,,,
15773557,112,1,Light brand,,,,
15794550,112,1,Light brand,,,,
15823755,112,1,Light brand,,,,
15837709,112,1,Light brand,,,,
15885526,112,1,Light brand,,,,
15905057,112,1,Light brand,,,,
15956566,112,1,Light brand,,,,
15960836,112,1,Light brand,,,,
15964429,112,1,Light brand,,,,
15983130,112,1,Light brand,,,,
15989774,112,1,Light brand,,,,
16240983,112,1,Light brand,,,,
16258096,112,1,Light brand,,,,
16265993,112,1,Light brand,,,,
16699076,112,1,Light brand,,,,
16717720,112,1,Light brand,,,,
16801078,112,1,Light brand,,,,
16996529,112,1,Light brand,,,,
17019124,112,1,Light brand,,,,
17051784,112,1,Light brand,,,,
17078590,112,1,Light brand,,,,
17116399,112,1,Light brand,,,,
17249520,112,1,Light brand,,,,
17250835,112,1,Light brand,,,,
17264304,112,1,Light brand,,,,
17271998,112,1,Light brand,,,,
17272728,112,1,Light brand,,,,
17330337,112,1,Light brand,,,,
17352824,112,1,Light brand,,,,
17380469,112,1,Light brand,,,,
17416670,112,1,Light brand,,,,
17446224,112,1,Light brand,,,,
17470403,112,1,Light brand,,,,
17480000,112,1,Light brand,,,,
17507604,112,1,Light brand,,,,
17525976,112,1,Light brand,,,,
17588945,112,1,Light brand,,,,
17620233,112,1,Light brand,,,,
17643950,112,1,Light brand,,,,
17663958,112,1,Light brand,,,,
17692678,112,1,Light brand,,,,
17751304,112,1,Light brand,,,,
17753270,112,1,Light brand,,,,
17760884,112,1,Light brand,,,,
17765103,112,1,Light brand,,,,
17768106,112,1,Light brand,,,,
17780335,112,1,Light brand,,,,
17839929,112,1,Light brand,,,,
17878544,112,1,Light brand,,,,
17884196,112,1,Light brand,,,,
17885426,112,1,Light brand,,,,
17895270,112,1,Light brand,,,,
17925757,112,1,Light brand,,,,
17946863,112,1,Light brand,,,,
18090219,112,1,Light brand,,,,
18101788,112,1,Light brand,,,,
18410319,112,1,Light brand,,,,
18446568,112,1,Light brand,,,,
18579770,112,1,Light brand,,,,
18615764,112,1,Light brand,,,,
18779038,112,1,Light brand,,,,
18782338,112,1,Light brand,,,,
19087763,112,1,Light brand,,,,
19103796,112,1,Light brand,,,,
19105286,112,1,Light brand,,,,
19121328,112,1,Light brand,,,,
19131865,112,1,Light brand,,,,
19143325,112,1,Light brand,,,,
19166779,112,1,Light brand,,,,
19167279,112,1,Light brand,,,,
19225627,112,1,Light brand,,,,
19281019,112,1,Light brand,,,,
19283533,112,1,Light brand,,,,
19336277,112,1,Light brand,,,,
19342659,112,1,Light brand,,,,
19349444,112,1,Light brand,,,,
19398303,112,1,Light brand,,,,
19427687,112,1,Light brand,,,,
19444907,112,1,Light brand,,,,
19467659,112,1,Light brand,,,,
19480458,112,1,Light brand,,,,
19534880,112,1,Light brand,,,,
19606194,112,1,Light brand,,,,
19623853,112,1,Light brand,,,,
19668795,112,1,Light brand,,,,
19701718,112,1,Light brand,,,,
19722947,112,1,Light brand,,,,
19757183,112,1,Light brand,,,,
19791663,112,1,Light brand,,,,
19793884,112,1,Light brand,,,,
19866827,112,1,Light brand,,,,
19885553,112,1,Light brand,,,,
19933295,112,1,Light brand,,,,
19969359,112,1,Light brand,,,,
19983430,112,1,Light brand,,,,
20190114,112,1,Light brand,,,,
20191519,112,1,Light brand,,,,
20267787,112,1,Light brand,,,,
20335503,112,1,Light brand,,,,
20362176,112,1,Light brand,,,,
20467946,112,1,Light brand,,,,
20577587,112,1,Light brand,,,,
21044809,112,1,Light brand,,,,
21051268,112,1,Light brand,,,,
21086579,112,1,Light brand,,,,
21096395,112,1,Light brand,,,,
21131750,112,1,Light brand,,,,
21165873,112,1,Light brand,,,,
21213855,112,1,Light brand,,,,
21253704,112,1,Light brand,,,,
21277936,112,1,Light brand,,,,
21282773,112,1,Light brand,,,,
21286564,112,1,Light brand,,,,
21324995,112,1,Light brand,,,,
21332405,112,1,Light brand,,,,
21355118,112,1,Light brand,,,,
21393625,112,1,Light brand,,,,
21448848,112,1,Light brand,,,,
21450243,112,1,Light brand,,,,
21514518,112,1,Light brand,,,,
21549700,112,1,Light brand,,,,
21559205,112,1,Light brand,,,,
21720640,112,1,Light brand,,,,
21762838,112,1,Light brand,,,,
21777298,112,1,Light brand,,,,
21781634,112,1,Light brand,,,,
21827934,112,1,Light brand,,,,
21837518,112,1,Light brand,,,,
21840906,112,1,Light brand,,,,
21892275,112,1,Light brand,,,,
21931865,112,1,Light brand,,,,
21960169,112,1,Light brand,,,,
21969720,112,1,Light brand,,,,
21974548,112,1,Light brand,,,,
22035065,112,1,Light brand,,,,
22141268,112,1,Light brand,,,,
22431220,112,1,Light brand,,,,
22440658,112,1,Light brand,,,,
22475337,112,1,Light brand,,,,
22535544,112,1,Light brand,,,,
22667478,112,1,Light brand,,,,
22816478,112,1,Light brand,,,,
23040537,112,1,Light brand,,,,
23068946,112,1,Light brand,,,,
23094610,112,1,Light brand,,,,
23117428,112,1,Light brand,,,,
23127610,112,1,Light brand,,,,
23133805,112,1,Light brand,,,,
23150395,112,1,Light brand,,,,
23220586,112,1,Light brand,,,,
23289037,112,1,Light brand,,,,
23370434,112,1,Light brand,,,,
23416569,112,1,Light brand,,,,
23442034,112,1,Light brand,,,,
23476577,112,1,Light brand,,,,
23479716,112,1,Light brand,,,,
23480258,112,1,Light brand,,,,
23498805,112,1,Light brand,,,,
23505036,112,1,Light brand,,,,
23507644,112,1,Light brand,,,,
23530700,112,1,Light brand,,,,
23530946,112,1,Light brand,,,,
23541906,112,1,Light brand,,,,
23548776,112,1,Light brand,,,,
23579570,112,1,Light brand,,,,
23621225,112,1,Light brand,,,,
23652419,112,1,Light brand,,,,
23695928,112,1,Light brand,,,,
23734900,112,1,Light brand,,,,
23781628,112,1,Light brand,,,,
23805648,112,1,Light brand,,,,
23818580,112,1,Light brand,,,,
23838790,112,1,Light brand,,,,
23841004,112,1,Light brand,,,,
23876150,112,1,Light brand,,,,
23918184,112,1,Light brand,,,,
23921308,112,1,Light brand,,,,
23935188,112,1,Light brand,,,,
23978083,112,1,Light brand,,,,
23978569,112,1,Light brand,,,,
24065599,112,1,Light brand,,,,
24082107,112,1,Light brand,,,,
24312957,112,1,Light brand,,,,
24316347,112,1,Light brand,,,,
24319708,112,1,Light brand,,,,
24335143,112,1,Light brand,,,,
24352646,112,1,Light brand,,,,
24437320,112,1,Light brand,,,,
24468468,112,1,Light brand,,,,
24527868,112,1,Light brand,,,,
24672803,112,1,Light brand,,,,
24685094,112,1,Light brand,,,,
24746846,112,1,Light brand,,,,
24796574,112,1,Light brand,,,,
24892834,112,1,Light brand,,,,
24927319,112,1,Light brand,,,,
24982198,112,1,Light brand,,,,
24983999,112,1,Light brand,,,,
24988204,112,1,Light brand,,,,
25120014,112,1,Light brand,,,,
25129109,112,1,Light brand,,,,
25135836,112,1,Light brand,,,,
25148017,112,1,Light brand,,,,
25199017,112,1,Light brand,,,,
25233087,112,1,Light brand,,,,
25242365,112,1,Light brand,,,,
25268350,112,1,Light brand,,,,
25300826,112,1,Light brand,,,,
25335388,112,1,Light brand,,,,
25374704,112,1,Light brand,,,,
25402797,112,1,Light brand,,,,
25409223,112,1,Light brand,,,,
25418307,112,1,Light brand,,,,
25489776,112,1,Light brand,,,,
25540670,112,1,Light brand,,,,
25611239,112,1,Light brand,,,,
25648256,112,1,Light brand,,,,
25681925,112,1,Light brand,,,,
25693245,112,1,Light brand,,,,
25697125,112,1,Light brand,,,,
25707019,112,1,Light brand,,,,
25709896,112,1,Light brand,,,,
25718230,112,1,Light brand,,,,
25736069,112,1,Light brand,,,,
25739058,112,1,Light brand,,,,
25746817,112,1,Light brand,,,,
25818744,112,1,Light brand,,,,
25835499,112,1,Light brand,,,,
25848646,112,1,Light brand,,,,
25855939,112,1,Light brand,,,,
25859999,112,1,Light brand,,,,
25866424,112,1,Light brand,,,,
25891834,112,1,Light brand,,,,
25892739,112,1,Light brand,,,,
25905717,112,1,Light brand,,,,
25968984,112,1,Light brand,,,,
26165097,112,1,Light brand,,,,
26245909,112,1,Light brand,,,,
26473365,112,1,Light brand,,,,
26529390,112,1,Light brand,,,,
26579314,112,1,Light brand,,,,
26625783,112,1,Light brand,,,,
26648246,112,1,Light brand,,,,
26649066,112,1,Light brand,,,,
26682255,112,1,Light brand,,,,
26989924,112,1,Light brand,,,,
27018308,112,1,Light brand,,,,
27085779,112,1,Light brand,,,,
27087684,112,1,Light brand,,,,
27129509,112,1,Light brand,,,,
27132337,112,1,Light brand,,,,
27135435,112,1,Light brand,,,,
27153585,112,1,Light brand,,,,
27158850,112,1,Light brand,,,,
27164328,112,1,Light brand,,,,
27242439,112,1,Light brand,,,,
27253017,112,1,Light brand,,,,
27263106,112,1,Light brand,,,,
27269896,112,1,Light brand,,,,
27373285,112,1,Light brand,,,,
27384004,112,1,Light brand,,,,
27396390,112,1,Light brand,,,,
27431633,112,1,Light brand,,,,
27448053,112,1,Light brand,,,,
27469777,112,1,Light brand,,,,
27534008,112,1,Light brand,,,,
27539100,112,1,Light brand,,,,
27551654,112,1,Light brand,,,,
27551729,112,1,Light brand,,,,
27575027,112,1,Light brand,,,,
27576287,112,1,Light brand,,,,
27601598,112,1,Light brand,,,,
27611988,112,1,Light brand,,,,
27619007,112,1,Light brand,,,,
27622784,112,1,Light brand,,,,
27641683,112,1,Light brand,,,,
27658720,112,1,Light brand,,,,
27695054,112,1,Light brand,,,,
27704430,112,1,Light brand,,,,
27740098,112,1,Light brand,,,,
27755689,112,1,Light brand,,,,
27799373,112,1,Light brand,,,,
27813769,112,1,Light brand,,,,
27829713,112,1,Light brand,,,,
27832645,112,1,Light brand,,,,
27861717,112,1,Light brand,,,,
27872184,112,1,Light brand,,,,
27884733,112,1,Light brand,,,,
27949635,112,1,Light brand,,,,
27959479,112,1,Light brand,,,,
27960213,112,1,Light brand,,,,
28027910,112,1,Light brand,,,,
28130446,112,1,Light brand,,,,
28187254,112,1,Light brand,,,,
28202325,112,1,Light brand,,,,
28631240,112,1,Light brand,,,,
28659164,112,1,Light brand,,,,
28667753,112,1,Light brand,,,,
28701728,112,1,Light brand,,,,
29009695,112,1,Light brand,,,,
29055475,112,1,Light brand,,,,
29061273,112,1,Light brand,,,,
29069368,112,1,Light brand,,,,
29081704,112,1,Light brand,,,,
29136230,112,1,Light brand,,,,
29157680,112,1,Light brand,,,,
29191246,112,1,Light brand,,,,
29192915,112,1,Light brand,,,,
29198564,112,1,Light brand,,,,
29202937,112,1,Light brand,,,,
29246993,112,1,Light brand,,,,
29258788,112,1,Light brand,,,,
29260729,112,1,Light brand,,,,
29263770,112,1,Light brand,,,,
29263997,112,1,Light brand,,,,
29292486,112,1,Light brand,,,,
29294367,112,1,Light brand,,,,
29329837,112,1,Light brand,,,,
29340595,112,1,Light brand,,,,
29375909,112,1,Light brand,,,,
29405807,112,1,Light brand,,,,
29447784,112,1,Light brand,,,,
29448538,112,1,Light brand,,,,
29461134,112,1,Light brand,,,,
29498147,112,1,Light brand,,,,
29503568,112,1,Light brand,,,,
29530137,112,1,Light brand,,,,
29534598,112,1,Light brand,,,,
29545034,112,1,Light brand,,,,
29593998,112,1,Light brand,,,,
29601479,112,1,Light brand,,,,
29618870,112,1,Light brand,,,,
29619238,112,1,Light brand,,,,
29626625,112,1,Light brand,,,,
29733380,112,1,Light brand,,,,
29735440,112,1,Light brand,,,,
29750010,112,1,Light brand,,,,
29806527,112,1,Light brand,,,,
29833795,112,1,Light brand,,,,
29840450,112,1,Light brand,,,,
29841803,112,1,Light brand,,,,
29865309,112,1,Light brand,,,,
29909474,112,1,Light brand,,,,
30037819,112,1,Light brand,,,,
30346789,112,1,Light brand,,,,
30361280,112,1,Light brand,,,,
30603326,112,1,Light brand,,,,
30633644,112,1,Light brand,,,,
30814517,112,1,Light brand,,,,
30825346,112,1,Light brand,,,,
30892510,112,1,Light brand,,,,
30896754,112,1,Light brand,,,,
30899333,112,1,Light brand,,,,
31074203,112,1,Light brand,,,,
31088827,112,1,Light brand,,,,
31123340,112,1,Light brand,,,,
31142273,112,1,Light brand,,,,
31153436,112,1,Light brand,,,,
31160267,112,1,Light brand,,,,
31199487,112,1,Light brand,,,,
31225264,112,1,Light brand,,,,
31234447,112,1,Light brand,,,,
31262539,112,1,Light brand,,,,
31288223,112,1,Light brand,,,,
31439410,112,1,Light brand,,,,
31441998,112,1,Light brand,,,,
31508159,112,1,Light brand,,,,
31519850,112,1,Light brand,,,,
31545137,112,1,Light brand,,,,
31596066,112,1,Light brand,,,,
31633304,112,1,Light brand,,,,
31664239,112,1,Light brand,,,,
31710755,112,1,Light brand,,,,
31718935,112,1,Light brand,,,,
31857375,112,1,Light brand,,,,
31921446,112,1,Light brand,,,,
31923308,112,1,Light brand,,,,
31925109,112,1,Light brand,,,,
31952206,112,1,Light brand,,,,
31967788,112,1,Light brand,,,,
31979343,112,1,Light brand,,,,
31999770,112,1,Light brand,,,,
32048944,112,1,Light brand,,,,
32114604,112,1,Light brand,,,,
32890826,112,1,Light brand,,,,
33052417,112,1,Light brand,,,,
33060054,112,1,Light brand,,,,
33066768,112,1,Light brand,,,,
33067937,112,1,Light brand,,,,
33098246,112,1,Light brand,,,,
33118895,112,1,Light brand,,,,
33143403,112,1,Light brand,,,,
33165103,112,1,Light brand,,,,
33176885,112,1,Light brand,,,,
33258145,112,1,Light brand,,,,
33328138,112,1,Light brand,,,,
33361576,112,1,Light brand,,,,
33371640,112,1,Light brand,,,,
33422193,112,1,Light brand,,,,
33433714,112,1,Light brand,,,,
33443925,112,1,Light brand,,,,
33458516,112,1,Light brand,,,,
33478383,112,1,Light brand,,,,
33491399,112,1,Light brand,,,,
33592000,112,1,Light brand,,,,
33607597,112,1,Light brand,,,,
33607974,112,1,Light brand,,,,
33608407,112,1,Light brand,,,,
33608643,112,1,Light brand,,,,
33633048,112,1,Light brand,,,,
33648795,112,1,Light brand,,,,
33649718,112,1,Light brand,,,,
33707587,112,1,Light brand,,,,
33775364,112,1,Light brand,,,,
33777504,112,1,Light brand,,,,
33785800,112,1,Light brand,,,,
33793467,112,1,Light brand,,,,
33798940,112,1,Light brand,,,,
33858236,112,1,Light brand,,,,
33862530,112,1,Light brand,,,,
33966547,112,1,Light brand,,,,
33966580,112,1,Light brand,,,,
33982387,112,1,Light brand,,,,
33986644,112,1,Light brand,,,,
33992457,112,1,Light brand,,,,
34065443,112,1,Light brand,,,,
34213373,112,1,Light brand,,,,
34253967,112,1,Light brand,,,,
34374417,112,1,Light brand,,,,
34573959,112,1,Light brand,,,,
34591869,112,1,Light brand,,,,
34616416,112,1,Light brand,,,,
34726108,112,1,Light brand,,,,
34812860,112,1,Light brand,,,,
34869550,112,1,Light brand,,,,
34869975,112,1,Light brand,,,,
34871888,112,1,Light brand,,,,
34976164,112,1,Light brand,,,,
35030189,112,1,Light brand,,,,
35039627,112,1,Light brand,,,,
35130438,112,1,Light brand,,,,
35130980,112,1,Light brand,,,,
35139189,112,1,Light brand,,,,
35144005,112,1,Light brand,,,,
35191494,112,1,Light brand,,,,
35229788,112,1,Light brand,,,,
35263527,112,1,Light brand,,,,
35272598,112,1,Light brand,,,,
35344580,112,1,Light brand,,,,
35356588,112,1,Light brand,,,,
35404235,112,1,Light brand,,,,
35418246,112,1,Light brand,,,,
35507879,112,1,Light brand,,,,
35531186,112,1,Light brand,,,,
35531228,112,1,Light brand,,,,
35547653,112,1,Light brand,,,,
35568400,112,1,Light brand,,,,
35600943,112,1,Light brand,,,,
35676853,112,1,Light brand,,,,
35738894,112,1,Light brand,,,,
35740745,112,1,Light brand,,,,
35757948,112,1,Light brand,,,,
35855816,112,1,Light brand,,,,
35889567,112,1,Light brand,,,,
35994417,112,1,Light brand,,,,
36313975,112,1,Light brand,,,,
36597399,112,1,Light brand,,,,
